dept,name,url
DWP,"MIEJSKIE PRZEDSIĘBIORSTWO KOMUNIKACYJNE SP. Z O.O. W POZNANIU ul. Głogowska 131/133, 60-244 POZNAŃ Wystąpienie Data publikacji : 2026-08-04 ","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dwp~p_26_001_202601120841541768203714~id5~01,typ,kj.pdf"
DWP,"PRZEDSIĘBIORSTWO KOMUNIKACJI SAMOCHODOWEJ W POZNANIU S.A. ul. Piekary 19, 61-823 POZNAŃ Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dwp~p_26_001_202601120841541768203714~id6~01,typ,kj.pdf"
DWP,"SĄD APELACYJNY W POZNANIU ul. Trójpole 21, 61-693 POZNAŃ Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dwp~p_26_001_202601120841541768203714~id1~01,typ,kj.pdf"
DWP,"SĄD OKRĘGOWY W KONINIE ul. Energetyka 5, 62-510 KONIN Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dwp~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf"
DWP,"SĄD REJONOWY W KONINIE ul. Fryderyka Chopina 28, 62-510 KONIN Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dwp~p_26_001_202601120841541768203714~id3~01,typ,kj.pdf"
DWP,"URZĄD SKARBOWY POZNAŃ-WINOGRADY W POZNANIU ul.Zygm. Wojciechowskiego 3/5, 60-968 POZNAŃ Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dwp~p_26_001_202601120841541768203714~id4~01,typ,kj.pdf"
DZS,"KRAJOWE BIURO WYBORCZE DELEGATURA W SZCZECINIE ul. Jana Matejki 6b, 71-615 SZCZECIN Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dzs~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf"
DZS,"PIERWSZY URZĄD SKARBOWY W SZCZECINIE ul. Michała Drzymały 5, 70-217 SZCZECIN Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dzs~p_26_001_202601120841541768203714~id4~01,typ,kj.pdf"
DZS,"SĄD APELACYJNY W SZCZECINIE ul. A. Mickiewicza 163, 71-165 SZCZECIN Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dzs~p_26_001_202601120841541768203714~id1~01,typ,kj.pdf"
DZS,"SĄD OKRĘGOWY W KOSZALINIE ul. L. Waryńskiego 7, 75-541 KOSZALIN Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dzs~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf"
DZS,"SĄD REJONOWY W SZCZECINKU ul. Bohaterów Warszawy 42, 78-400 SZCZECINEK Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dzs~p_26_001_202601120841541768203714~id3~01,typ,kj.pdf"
DZS,"STAROSTWO POWIATOWE W DRAWSKU POMORSKIM Pl. E. Orzeszkowej 3, 78-500 DRAWSKO POMORSKIE Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dzs~p_26_001_202601120841541768203714~id6~01,typ,kj.pdf"
DZS,"URZĄD MARSZAŁKOWSKI WOJEWÓDZTWA ZACHODNIOPOMORSKIEGO W SZCZECINIE ul. Marsz. J. Piłsudskiego 40, 70-421 SZCZECIN Wystąpienie Data publikacji","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dzs~p_26_001_202601120841541768203714~id5~01,typ,kj.pdf"
KBN,"Agencja Mienia Wojskowego ul. Nowowiejska 26A, 00-911 Warszawa Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id13~01,typ,kj.pdf"
KBN,"Agencja Uzbrojenia ul. Królewska 1/7, 00-909 Warszawa Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id12~01,typ,kj.pdf"
KBN,"Centralny Zarząd Służby Więziennej ul. Rakowiecka 37a, 02-521 Warszawa Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id5~01,typ,kj.pdf"
KBN,"Instytut Pamięci Narodowej - Komisja Ścigania Zbrodni Przeciwko Narodowi Polskiemu ul. Janusza Kurtyki 1, 02-676 Warszawa Wystąpienie Data p","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id8~01,typ,kj.pdf"
KBN,"Komenda Główna Policji ul. Puławska 148/150, 02-624 Warszawa Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id10~01,typ,kj.pdf"
KBN,"Ministerstwo Obrony Narodowej Al. Niepodległości 218, 00-911 Warszawa Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id11~01,typ,kj.pdf"
KBN,"Ministerstwo Spraw Wewnętrznych i Administracji ul. Batorego 5, 02-591 Warszawa Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id9~01,typ,kj.pdf"
KBN,"Ministerstwo Sprawiedliwości Aleje Ujazdowskie 11, 00-950 Warszawa Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id3~01,typ,kj.pdf"
KBN,"Ministerstwo Sprawiedliwości Aleje Ujazdowskie 11, 00-950 Warszawa Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id4~01,typ,kj.pdf"
KBN,"Naczelny Sąd Administracyjny ul. Gabriela Piotra Boduena 3/5, 00-011 Warszawa Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id1~01,typ,kj.pdf"
KBN,"Prokuratura Krajowa ul. Postępu 3, 02-676 Warszawa Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id6~01,typ,kj.pdf"
KBN,"Sąd Najwyższy Pl. Krasińskich 2/4/6, 00-951Warszawa Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf"
KBN,"Trybunał Konstytucyjny Al. J. C. Szucha 12A, 00-918 Warszawa Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf"
KBN,"Urząd Ochrony Danych Osobowych ul. Stawki 2, 00-193 Warszawa Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id7~01,typ,kj.pdf"
KFP,"Bank Gospodarstwa Krajowego Centrala w Warszawie 00-955 Warszawa, Al. Jerozolimskie 7, woj. Mazowieckie Wystąpienie Data publikacji : 2026-0","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id20~01,typ,kj.pdf"
KFP,"Biuro Rzecznika Praw Obywatelskich 00-090 Warszawa, Al. Solidarności 77, woj. Mazowieckie Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id3~01,typ,kj.pdf"
KFP,"Główny Urząd Statystyczny w Warszawie 00-925 Warszawa, Al. Niepodległości 208, woj. mazowieckie Wystąpienie Data publikacji : 2026-08-04 11:","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id8~01,typ,kj.pdf"
KFP,"Kancelaria Prezesa Rady Ministrów 00-583 Warszawa, Al. Ujazdowskie 1/3, woj. Mazowieckie Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id12~01,typ,kj.pdf"
KFP,"Kancelaria Prezesa Rady Ministrów 00-583 Warszawa, Al. Ujazdowskie 1/3, woj. Mazowieckie Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id5~01,typ,kj.pdf"
KFP,"Kancelaria Prezydenta Rzeczypospolitej Polskiej 00-902 Warszawa, ul. Wiejska 10, woj. Mazowieckie Wystąpienie Data publikacji : 2026-08-04 1","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf"
KFP,"Kancelaria Sejmu RP 00-902 Warszawa, ul. Wiejska 4/6/8, woj. Mazowieckie Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id1~01,typ,kj.pdf"
KFP,"Kancelaria Senatu RP 00-902 Warszawa, ul. Wiejska 6/8, woj. Mazowieckie Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf"
KFP,"Krajowe Biuro Wyborcze 00-902 Warszawa, ul. Wiejska 10, woj. Mazowieckie Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id4~01,typ,kj.pdf"
KFP,"Ministerstwo Finansów 00-916 Warszawa, ul. Świętokrzyska 12, woj. Mazowieckie Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id11~01,typ,kj.pdf"
KFP,Inne Data publikacji : 2026-08-04 11:44,"https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id11~02,typ,kj.pdf"
KFP,"Ministerstwo Finansów 00-916 Warszawa, ul. Świętokrzyska 12, woj. Mazowieckie Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id10~01,typ,kj.pdf"
KFP,"Ministerstwo Finansów 00-916 Warszawa, ul. Świętokrzyska 12, woj. Mazowieckie Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id13~01,typ,kj.pdf"
KFP,"Ministerstwo Finansów 00-916 Warszawa, ul. Świętokrzyska 12, woj. Mazowieckie Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id15~01,typ,kj.pdf"
KFP,"Ministerstwo Finansów 00-916 Warszawa, ul. Świętokrzyska 12, woj. Mazowieckie Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id14~01,typ,kj.pdf"
KFP,"Ministerstwo Finansów 00-916 Warszawa, ul. Świętokrzyska 12, woj. Mazowieckie Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id16~01,typ,kj.pdf"
KFP,"Ministerstwo Finansów 00-916 Warszawa, ul. Świętokrzyska 12, woj. Mazowieckie Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id6~01,typ,kj.pdf"
KFP,"Ministerstwo Spraw Zagranicznych 00-580 Warszawa, Al. J.Ch. Szucha 23, woj. Mazowieckie Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id7~01,typ,kj.pdf"
KFP,"Polska Agencja Nadzoru Audytowego 01-217 Warszawa, ul. Kolejowa 1, woj. Mazowieckie Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id19~01,typ,kj.pdf"
KFP,"Rządowe Centrum Legislacji 00-522 Warszawa, ul. Krucza 36/Wspólna 6, woj. Mazowieckie Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id9~01,typ,kj.pdf"
KFP,"Urząd Komisji Nadzoru Finansowego w Warszawie 00-549 Warszawa, ul. Piękna 20, woj. Mazowieckie Wystąpienie Data publikacji : 2026-08-04 11:4","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id18~01,typ,kj.pdf"
KFP,"Urząd Państwowej Komisji do spraw przeciwdziałania wykorzystywaniu seksualnemu małoletnich poniżej lat 15 00-105 Warszawa, ul. Twarda 18, wo","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id17~01,typ,kj.pdf"
KRG,"Ministerstwo Aktywów Państwowych 00-522 Warszawa, ul. Krucza 36/Wspólna 6 Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,krg~p_26_001_202601120841541768203714~id5~01,typ,kj.pdf"
KRG,"Ministerstwo Energii 00-450 Warszawa, ul. Przemysłowa 26 Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,krg~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf"
KRG,"Ministerstwo Nauki i Szkolnictwa Wyższego 00-529 Warszawa, ul. Wspólna 1/3 Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,krg~p_26_001_202601120841541768203714~id1~02,typ,kj.pdf"
KRG,"Ministerstwo Rozwoju i Technologii 00-507 Warszawa, Pl. Trzech Krzyży 3/5 Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,krg~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf"
KRG,"Państwowa Agencja Atomistyki 00-203 Warszawa, ul. Bonifraterska 17 Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,krg~p_26_001_202601120841541768203714~id8~01,typ,kj.pdf"
KRG,"Polski Komitet Normalizacyjny 00-050 Warszawa, ul. Świętokrzyska 14 Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,krg~p_26_001_202601120841541768203714~id7~01,typ,kj.pdf"
KRG,"Urząd Ochrony Konkurencji i Konsumentów 00-950 Warszawa, Plac Powstańców Warszawy 1 Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,krg~p_26_001_202601120841541768203714~id4~01,typ,kj.pdf"
KRG,"Urząd Zamówień Publicznych 02-676 Warszawa, ul. Postępu 17A Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,krg~p_26_001_202601120841541768203714~id3~01,typ,kj.pdf"
KRG,"Wyższy Urząd Górniczy 40-055 Katowice, ul. Księcia Poniatowskiego 31 Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,krg~p_26_001_202601120841541768203714~id6~01,typ,kj.pdf"
KSF,"Centrum Unijnych Projektów Transportowych Warszawa 00-844, pl. Europejski 2 Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,ksf~p_26_001_202601120841541768203714~id4~01,typ,kj.pdf"
KSF,"Ministerstwo Cyfryzacji Warszawa 00-060, ul. Królewska 27 Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,ksf~p_26_001_202601120841541768203714~id1~01,typ,kj.pdf"
KSF,"Ministerstwo Funduszy i Polityki Regionalnej Warszawa 00-926, ul. Wspólna 2/4 Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,ksf~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf"
KSF,"Ministerstwo Infrastruktury Warszawa 00-928, ul. Chałbińskiego 4/6 Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,ksf~p_26_001_202601120841541768203714~id3~01,typ,kj.pdf"
KSF,"Ministerstwo Rozwoju i Technologii Warszawa 00-507, pl. Trzech Krzyży 3/5 Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,ksf~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf"
KSS,Biuro Rzecznika Praw Dziecka ul. Chocimska 6; 00-791 Warszawa Wystąpienie Data publikacji : 2026-08-04 11:44,"https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kss_~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf"
KSS,Biuro Rzecznika Praw Pacjenta ul. Płocka 11/13; 01-231 Warszawa Wystąpienie Data publikacji : 2026-08-04 11:44,"https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kss_~p_26_001_202601120841541768203714~id10~01,typ,kj.pdf"
KSS,Inne Data publikacji : 2026-08-04 11:44,"https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kss_~p_26_001_202601120841541768203714~id10~02,typ,kj.pdf"
KSS,Główny Inspektorat Farmaceutyczny ul. Senatorska 12; 00-082 Warszawa Wystąpienie Data publikacji : 2026-08-04 11:44,"https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kss_~p_26_001_202601120841541768203714~id8~01,typ,kj.pdf"
KSS,Krajowa Rada Radiofonii i Telewizji w Warszawie Skwer Kard. S. Wyszyńskiego 9; 00-763 Warszawa Wystąpienie Data publikacji : 2026-08-04 11:4,"https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kss_~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf"
KSS,Ministerstwo Edukacji Narodowej Al. Szucha 25; 00-918 Warszawa Wystąpienie Data publikacji : 2026-08-04 11:44,"https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kss_~p_26_001_202601120841541768203714~id5~01,typ,kj.pdf"
KSS,Ministerstwo Kultury i Dziedzictwa Narodowego ul. Krakowskie Przedmieście 15/17; 00-071 Warszawa Wystąpienie Data publikacji : 2026-08-04 11,"https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kss_~p_26_001_202601120841541768203714~id3~01,typ,kj.pdf"
KSS,"Ministerstwo Rodziny, Pracy i Polityki Społecznej ul. Nowogrodzka 1/3/5; 00-513 Warszawa Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kss_~p_26_001_202601120841541768203714~id6~01,typ,kj.pdf"
KSS,Ministerstwo Sportu i Turystyki ul. Senatorska 14; 00-082 Warszawa Wystąpienie Data publikacji : 2026-08-04 11:44,"https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kss_~p_26_001_202601120841541768203714~id4~01,typ,kj.pdf"
KSS,Ministerstwo Zdrowia ul. Miodowa 15; 00-952 Warszawa Wystąpienie Data publikacji : 2026-08-04 11:44,"https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kss_~p_26_001_202601120841541768203714~id7~01,typ,kj.pdf"
KSS,Państwowa Inspekcja Pracy Główny Inspektorat Pracy w Warszawie ul. Bracka 28/30; 02-315 Warszawa Wystąpienie Data publikacji : 2026-08-04 11,"https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kss_~p_26_001_202601120841541768203714~id1~01,typ,kj.pdf"
KSS,Państwowy Fundusz Rehabilitacji Osób Niepełnosprawnych Al. Jana Pawła II 13; 00-828 Warszawa Wystąpienie Data publikacji : 2026-08-04 11:44,"https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kss_~p_26_001_202601120841541768203714~id12~01,typ,kj.pdf"
KSS,Urząd do Spraw Kombatantów i Osób Represjonowanych ul. Wspólna 2/4; 00-926 Warszawa Wystąpienie Data publikacji : 2026-08-04 11:44,"https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kss_~p_26_001_202601120841541768203714~id9~01,typ,kj.pdf"
KSS,Zakład Ubezpieczeń Społecznych Centrala w Warszawie ul. Szamocka 3/5; 01-748 Warszawa Wystąpienie Data publikacji : 2026-08-04 11:44,"https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kss_~p_26_001_202601120841541768203714~id11~01,typ,kj.pdf"
KZN,"Agencja Restrukturyzacji i Modernizacji Rolnictwa 02-822 Warszawa, ul. Poleczki 33 Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kzn~p_26_001_202601120841541768203714~id6~01,typ,kj.pdf"
KZN,"Kasa Rolniczego Ubezpieczenia Społecznego 00-608 Warszawa, al. Niepodległości 190 Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kzn~p_26_001_202601120841541768203714~id5~01,typ,kj.pdf"
KZN,"Krajowy Ośrodek Wsparcia Rolnictwa 01-207 Warszawa, ul. Karolkowa 30 Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kzn~p_26_001_202601120841541768203714~id7~01,typ,kj.pdf"
KZN,"Ministerstwo Infrastruktury 00-928 Warszawa, ul. Chałubińskiego 4/6 Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kzn~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf"
KZN,"Ministerstwo Klimatu i Środowiska 00-922 Warszawa, ul. Wawelska 52/54 Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kzn~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf"
KZN,"Ministerstwo Rolnictwa i Rozwoju Wsi 00-930 Warszawa, ul. Wspólna 30 Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kzn~p_26_001_202601120841541768203714~id1~01,typ,kj.pdf"
KZN,"Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej 00-834 Warszawa, ul. Pańska 97 Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kzn~p_26_001_202601120841541768203714~id3~01,typ,kj.pdf"
KZN,"Państwowe Gospodarstwo Wodne Wody Polskie 00-613 Warszawa, ul. Tytusa Chałubińskiego 8 Wystąpienie Data publikacji : 2026-08-04 11:44","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kzn~p_26_001_202601120841541768203714~id4~01,typ,kj.pdf"
