dept,jednostka,url,liczba,zdanie
DMK,"KOLEJE MAŁOPOLSKIE SP. Z O.O. ul. Wodna 2, 30-556 KRAKÓW Wystąpienie Data publikacji : 202","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dmk~p_26_001_202601120841541768203714~id4~01,typ,kj.pdf",,NO_TEXT_LAYER(skan)
DMK,"MAŁOPOLSKI URZĄD WOJEWÓDZKI W KRAKOWIE ul. Basztowa 22, 31-156 KRAKÓW Wystąpienie Data pub","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dmk~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf",3475,Nie została przekroczona kwota wydatków na wynagrodzenia określona w planie finansowym (po zmianach) dysponenta części 85/12. (akta kontroli str. 2616-2617) W 2025 r. przeciętne zatrudnienie w części 85/12 wyniosło 3 475 osób w pr
DMK,"MAŁOPOLSKI URZĄD WOJEWÓDZKI W KRAKOWIE ul. Basztowa 22, 31-156 KRAKÓW Wystąpienie Data pub","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dmk~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf",,Największy wzrost przeciętnego zatrudnienia odnotowano w MUW w rozdziale 85321 Zespoły do spraw orzekania o niepełnosprawności (o 16 osób) w związku z realizacją od 2024 r. nowego zadania w zakresie ustalania poziomu potrzeby wspa
DMK,"MAŁOPOLSKI URZĄD WOJEWÓDZKI W KRAKOWIE ul. Basztowa 22, 31-156 KRAKÓW Wystąpienie Data pub","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dmk~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf",,"Wzrost przeciętnego zatrudnienia o 6 osób odnotowano również w rozdziale 60055 Inspekcja Transportu Drogowego, co wynikało z zatrudnienia inspektorów transportu drogowego do realizacji zadań związanych z tzw"
DMK,"URZĄD GMINY PODEGRODZIE Podegrodzie 248, 33-386 PODEGRODZIE Wystąpienie Data publikacji : ","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dmk~p_26_001_202601120841541768203714~id5~01,typ,kj.pdf",,NO_TEXT_LAYER(skan)
DMK,"WOJEWÓDZKI INSPEKTORAT FARMACEUTYCZNY W KRAKOWIE Plac Szczepański 5, 31-011 KRAKÓW Wystąpi","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dmk~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf","28,04","Niezrealizowane wydatki w wysokości 100,0 tys. zł, na wniosek WIF zostały zablokowane na podstawie decyzji Wojewody Małopolskiego z 29 grudnia 2025 r. (akta kontroli str. 41-42, 50-51, 679-686) W WIF nie wystąpiły wydatki, które w"
DMK,"WOJEWÓDZKI URZĄD OCHRONY ZABYTKÓW W KRAKOWIE ul. Kanonicza 24, 31-002 KRAKÓW Wystąpienie D","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dmk~p_26_001_202601120841541768203714~id1~01,typ,kj.pdf",,NO_TEXT_LAYER(skan)
DMW,"12 Terenowy Oddział Lotniskowy w Warszawie Aleje Jerozolimskie 97, 00-909 Warszawa Wystąpi","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dmw~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf","47,06","TOL zatrudnienie wynosiło 47,06 etatu, w tym w ramach statusu 01 – osoby nieobjęte mnożnikowymi systemami wynagrodzeń wynosiło 41,56 etatu, a w ramach statusu 10 – żołnierze zawodowi i funkcjonariusze wynosiło 5,50 etatu i było ni"
DMW,"Koleje Mazowieckie - KM Sp. z o.o. w Warszawie ul. Lubelska 26, 03-802 Warszawa Wystąpieni","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dmw~p_26_001_202601120841541768203714~id7~01,typ,kj.pdf",,NOT_FOUND
DMW,"Komenda Wojewódzka Policji z siedzibą w Radomiu ul. 11 Listopada 37/59, 26-600 Radom Wystą","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dmw~p_26_001_202601120841541768203714~id1~01,typ,kj.pdf","7076,61","Przeciętne zatrudnienie w KWP w 2025 r. ogółem wyniosło 7076,61 osoby34 i zwiększyło się w porównaniu do 2024 r. (6833,03 osoby) o 243,58 osoby, tj. o 3,6%. Na koniec 2025 r. stan zatrudnienia wyniósł 7426,41osoby, co stanowiło 97"
DMW,"Komenda Wojewódzka Policji z siedzibą w Radomiu ul. 11 Listopada 37/59, 26-600 Radom Wystą","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dmw~p_26_001_202601120841541768203714~id1~01,typ,kj.pdf",,"Nastąpił również wzrost z 9,0 tys. zł do 9,7 tys. zł (o 7,8%) przeciętnego wynagrodzenia brutto na jednego pełnozatrudnionego. (akta kontroli tom II str. 31-32) Główna Księgowa wyjaśniła m.in., że na wzrost wynagrodzeń w 2025 r. g"
DMW,"Ośrodek Studiów Wschodnich im. M. Karpia w Warszawie ul. Koszykowa 6A, 00-564 Warszawa Wys","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dmw~p_26_001_202601120841541768203714~id5~01,typ,kj.pdf",,NOT_FOUND
DMW,"Prokuratura Okręgowa Warszawa-Praga w Warszawie ul. Bródnowska 13/15, 03-439 Warszawa Wyst","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dmw~p_26_001_202601120841541768203714~id4~01,typ,kj.pdf",,NOT_FOUND
DMW,"Prokuratura Regionalna w Warszawie ul. Krakowskie Przedmieście 25, 00-071 Warszawa Wystąpi","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dmw~p_26_001_202601120841541768203714~id3~01,typ,kj.pdf",,NOT_FOUND
DMW,"Urząd Skarbowy Warszawa Bemowo ul. Białobrzeska 53A, 02-325 Warszawa Wystąpienie Data publ","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dmw~p_26_001_202601120841541768203714~id6~01,typ,kj.pdf",,NOT_FOUND
DMW,"Zakład Emerytalno-Rentowy MSWiA w Warszawie ul. Pawińskiego 17/21, 02-106 Warszawa Wystąpi","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dmw~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf","424,14","W planie po zmianach wzrósł do około 13% planowanych wydatków na wynagrodzenia (w § 4010 i 4020) i finansowany był w ramach dostępnych w tym planie środków na wynagrodzenia. (akta kontroli tom II str. 154, 165-166) Przeciętne zatr"
DMW,"Zakład Emerytalno-Rentowy MSWiA w Warszawie ul. Pawińskiego 17/21, 02-106 Warszawa Wystąpi","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dmw~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf",,"Zwiększenie przeciętnego zatrudnienia było skutkiem uzupełniania braków w stanie zatrudnienia, jakie miały miejsce w latach ubiegłych"
DMW,"Związek Powiatowo-Gminny Garwolińskie Przewozy Gminno-Powiatowe ul. Mazowiecka 26, 08-400 ","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dmw~p_26_001_202601120841541768203714~id8~01,typ,kj.pdf",,NOT_FOUND
DOO,"MIEJSKI ZAKŁAD KOMUNIKACJI W NYSIE SP. Z O.O. ul. Piłsudskiego 59, 48-303 NYSA Wystąpienie","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,doo~p_26_001_202601120841541768203714~id3~01,typ,kj.pdf",,NOT_FOUND
DOO,"OPOLSKI URZĄD WOJEWÓDZKI W OPOLU ul. Piastowska 14, 45-082 OPOLE Wystąpienie Data publikac","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,doo~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf",1536,"Ozimskiej 19 w Opolu; 2/ w Urzędzie, w związku z wyższymi wydatkami na zakup usług szkoleniowych w zakresie cyberbezpieczeństwa, wsparcia technicznego związanego z zakupem sprzętu informatycznego oraz odnowienie licencji oprogramo"
DOO,"OPOLSKI URZĄD WOJEWÓDZKI W OPOLU ul. Piastowska 14, 45-082 OPOLE Wystąpienie Data publikac","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,doo~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf",,"Wzrost przeciętnego zatrudnienia wynikał z przyjęcia do realizacji nowych zadań lub rozszerzenia ich zakresu, jak również z konieczności poprawy jakości wykonywanych zadań i wypełnienia braków w stanie zatrudnienia"
DOO,"PIERWSZY URZĄD SKARBOWY W OPOLU ul. Tadeusza Rejtana 3B, 45-331 OPOLE Wystąpienie Data pub","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,doo~p_26_001_202601120841541768203714~id5~01,typ,kj.pdf",,NOT_FOUND
DOO,"STAROSTWO POWIATOWE W NYSIE ul. Piastowska 33, 48-300 NYSA Wystąpienie Data publikacji : 2","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,doo~p_26_001_202601120841541768203714~id4~01,typ,kj.pdf",,NOT_FOUND
DOO,"WOJEWÓDZKI INSPEKTORAT FARMACEUTYCZNY W OPOLU ul. Plebiscytowa 5, 45-380 OPOLE Wystąpienie","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,doo~p_26_001_202601120841541768203714~id1~01,typ,kj.pdf",10,"W WIF nie prowadzono ponadto rejestru zamówień publicznych, których wartość nie przekraczała 130 tys. zł, pomimo obowiązku w tym zakresie wynikającego z § 6 Regulaminu zamówień WIF. Nie zrealizowano również ustawowego obowiązku zł"
DOO,"WOJEWÓDZKI URZĄD OCHRONY ZABYTKÓW W OPOLU ul. Piastowska 14, 45-082 OPOLE Wystąpienie Data","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,doo~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf","23,56","Decyzją Wojewody Opolskiego z 9 października 2025 r. w sprawie zmian w budżecie państwa na rok 2025 nr 85/16.3122.2.282.2025.ZW zwiększono środki w rozdziale 92121, § 6060 o 47 tys. zł z przeznaczeniem na ww. zakup. (akta kontroli"
DPB,"Komenda Wojewódzka Policji w Białymstoku ul. Sienkiewicza 65, 15-003 Białystok Wystąpienie","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpb~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf","406,89","Przyjęty przez KGP sposób przekazywania środków na nagrody na rachunek pomocniczy KWP, prowadzony w celu obsługi sum na zlecenie i depozytów, w konsekwencji negatywnie wpływał na przejrzystość planu finansowego i sprawozdań. (akta"
DPB,Podlaska Komunikacja Samochodowa NOVA Spółka Akcyjna w Białymstoku ul. Bohaterów Monte Cas,"https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpb~p_26_001_202601120841541768203714~id3~01,typ,kj.pdf",,NOT_FOUND
DPB,"Prokuratura Okręgowa w Łomży Szosa Zambrowska 1/27, 18-400 Łomża Wystąpienie Data publikac","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpb~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf",,"Przeciętne zatrudnienie (108,4 etatów) w porównaniu do 2024 r. zmniejszyło się o 1,3 etatu11. (akta kontroli str. 13-15, 262) 1.3"
DPB,"Prokuratura Regionalna w Białystoku ul. Włókiennicza 32, 15-464 Białystok Wystąpienie Data","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpb~p_26_001_202601120841541768203714~id1~01,typ,kj.pdf",,"W porównaniu do 2024 roku przeciętne zatrudnienie uległo zwiększeniu z 1.011,4 do 1.023,4 etatów (wzrost o 1,2%)"
DPB,"Prokuratura Regionalna w Białystoku ul. Włókiennicza 32, 15-464 Białystok Wystąpienie Data","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpb~p_26_001_202601120841541768203714~id1~01,typ,kj.pdf","108,1","Wydatki te były wyższe o 4.394,3 tys. zł (o 20,8%) w porównaniu do zrealizowanych w 2024 roku, co było spowodowane głównie: [1] wzrostem wynagrodzeń wynikających z waloryzacji oraz podwyższenia podstawy ustalenia wynagrodzenia; [2"
DPG,"DRUGI URZĄD SKARBOWY W GDAŃSKU ul. Kołobrzeska 43, 80-391 GDAŃSK Wystąpienie Data publikac","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpg~p_26_001_202601120841541768203714~id3~02,typ,kj.pdf",,NOT_FOUND
DPG,"KOMENDA WOJEWÓDZKA POLICJI W GDAŃSKU ul. Okopowa 15, 80-819 GDAŃSK Wystąpienie Data publik","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpg~p_26_001_202601120841541768203714~id1~01,typ,kj.pdf",6797,"Przeciętne zatrudnienie w 2025 r. wyniosło 6797 osób i było wyższe od zatrudnienia w 2024 r. o 152 osoby, tj. o 2,3%, z tego dla statusu nr 10 łącznie o 146 osób (w tym głównie w rozdziale 75405 łącznie o 95 osób oraz w rozdziale "
DPG,"KRAJOWE BIURO WYBORCZE DELEGATURA W SŁUPSKU ul. Jana Pawła II 1, 76-200 SŁUPSK Wystąpienie","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpg~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf",,NOT_FOUND
DPG,"STAROSTWO POWIATOWE W SŁUPSKU ul. Szarych Szeregów 14, 76-200 SŁUPSK Wystąpienie Data publ","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpg~p_26_001_202601120841541768203714~id4~01,typ,kj.pdf",,NOT_FOUND
DPG,"URZĄD MARSZAŁKOWSKI WOJEWÓDZTWA POMORSKIEGO W GDAŃSKU ul. Okopowa 21/27, 80-810 GDAŃSK Wys","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpg~p_26_001_202601120841541768203714~id5~01,typ,kj.pdf",,NOT_FOUND
DPG,"WOJEWÓDZKI SĄD ADMINISTRACYJNY W GDAŃSKU Al. Zwycięstwa 16/17, 80-219 GDAŃSK Wystąpienie D","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpg~p_26_001_202601120841541768203714~id2~02,typ,kj.pdf",,"Przeciętne zatrudnienie w WSA w 2025 r. (100,55 osób) w stosunku do 2024 r. (99,95 osób) nie uległo istotnym zmianom10"
DPG,"WOJEWÓDZKI SĄD ADMINISTRACYJNY W GDAŃSKU Al. Zwycięstwa 16/17, 80-219 GDAŃSK Wystąpienie D","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpg~p_26_001_202601120841541768203714~id2~02,typ,kj.pdf",,"I tak: 6/15 10 Zmiany przeciętnego zatrudnienia wystąpiły w statusach zatrudnienia: 01 (osoby nieobjęte mnożnikowymi systemami wynagrodzeń): 53,89 osób w 2025 r. i 53,53 w 2024 r., 16 osób (referendarze sądowi): 3,96 osób w 2025 r"
DPG,"WOJEWÓDZKI SĄD ADMINISTRACYJNY W GDAŃSKU Al. Zwycięstwa 16/17, 80-219 GDAŃSK Wystąpienie D","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpg~p_26_001_202601120841541768203714~id2~02,typ,kj.pdf",,"W pozostałych statusach zatrudnienia przeciętne zatrudnienie w latach 2024 -2025 nie uległo zmianie i wyniosło: 5,00 osób – status 07 (asesorzy prokuratorscy i asesorzy sądowi) i 21 osób – status 09 (sędziowie i prokuratorzy). 11 "
DPR,"Miejska Komunikacja Samochodowa w Jaśle Sp. z o.o. ul. ks. Piotra Skargi 84, 38-200 Jasło ","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpr~p_26_001_202601120841541768203714~id4~01,typ,kj.pdf",,NOT_FOUND
DPR,"Podkarpacki Urząd Wojewódzki w Rzeszowie ul. Grunwaldzka 15, 35-959 Rzeszów Wystąpienie Da","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpr~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf",3133,"Wydatki w ramach tej grupy realizowano zgodnie z planem rzeczowym i finansowym90. (akta kontroli tom I, str. 30-65, 316) W 2025 r. przeciętne zatrudnienie w części 85/18, w przeliczeniu na pełnozatrudnionych, wynosiło 3133 osób i "
DPR,"Podkarpacki Urząd Wojewódzki w Rzeszowie ul. Grunwaldzka 15, 35-959 Rzeszów Wystąpienie Da","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpr~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf",,"Przeciętne zatrudnienie osób nieobjętych mnożnikowym systemem wynagrodzeń zwiększyło się o 50, członków korpusu służby cywilnej o 22 i funkcjonariuszy o jeden"
DPR,"Podkarpacki Urząd Wojewódzki w Rzeszowie ul. Grunwaldzka 15, 35-959 Rzeszów Wystąpienie Da","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpr~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf",,Przeciętne zatrudnienie nie uległo zmianie w grupie osób zajmujących kierownicze stanowiska państwowe
DPR,"Podkarpacki Urząd Wojewódzki w Rzeszowie ul. Grunwaldzka 15, 35-959 Rzeszów Wystąpienie Da","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpr~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf",,"Główną przyczyną wzrostu przeciętnego zatrudnienia było zatrudnienie dodatkowych pracowników w związku ze zwiększeniem ilości zadań wynikających z ustawy o świadczeniu wspierającym, wzmocnienie etatowe niektórych obszarów funkcjon"
DPR,"Podkarpacki Urząd Wojewódzki w Rzeszowie ul. Grunwaldzka 15, 35-959 Rzeszów Wystąpienie Da","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpr~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf",,Wzrost przeciętnego zatrudnienia wynikał również z ruchów kadrowych
DPR,"Starostwo Powiatowe w Stalowej Woli ul. Podleśna 15, 37-450 Stalowa Wola Wystąpienie Data ","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpr~p_26_001_202601120841541768203714~id3~01,typ,kj.pdf",,NOT_FOUND
DPR,"Wojewódzki Inspektorat Farmaceutyczny w Rzeszowie ul. Warszawska, 35-205 Rzeszów Wystąpien","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpr~p_26_001_202601120841541768203714~id1~01,typ,kj.pdf","36,9","Ponadto w roku 2025 WIF zrealizował wydatki w dziale 752, rozdział 75295 w kwocie 150 tys. zł, w tym: wydatki majątkowe - 142,6 tys. zł oraz wydatki bieżące – 7,4 tys. zł. (akta kontroli str. 5) Według sprawozdania Rb-70, przecięt"
DPR,"Wojewódzki Urząd Ochrony Zabytków z siedzibą w Przemyślu ul. Jagiellońska 29, 37-700 Przem","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpr~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf","56,21","Przeciętne zatrudnienie w WUOZ w 2025 r. w przeliczeniu na pełnozatrudnionych wynosiło 56,21 osób (w porównaniu do 2024 r. było wyższe o 4,1)"
DPR,"Wojewódzki Urząd Ochrony Zabytków z siedzibą w Przemyślu ul. Jagiellońska 29, 37-700 Przem","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpr~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf",,"Przeciętne zatrudnienie osób nieobjętych mnożnikowymi systemami wynagrodzeń (grupa 01) i pracowników członków korpusu służby cywilnej (grupa 03) w 2025 r. wyniosło odpowiednio 10,75 i 45,46 osób (w roku poprzednim 10,83 i 41,28)"
DPR,"Wojewódzki Urząd Ochrony Zabytków z siedzibą w Przemyślu ul. Jagiellońska 29, 37-700 Przem","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpr~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf",,"Na poziom przeciętnego zatrudnienia wpływ miały fluktuacje pracowników oraz ich czasowe nieobecności, w tym powroty do pracy po zakończeniu urlopów bezpłatnych, absencji chorobowych oraz świadczeń rehabilitacyjnych"
DPR,"Wojewódzki Urząd Ochrony Zabytków z siedzibą w Przemyślu ul. Jagiellońska 29, 37-700 Przem","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpr~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf",,"Pozostałe wydatki poniesiono w § 4218, § 4219, § 4048, § 4049, § 4128, 4129, § 4418, § 4419, § 4718, § 4719 (łącznie 4,3 tys. zł). 14 Bez dodatkowego wynagrodzenia rocznego. 15 Bez dodatkowego wynagrodzenia rocznego strona 5 z 11 "
DPR,"Wojewódzki Urząd Ochrony Zabytków z siedzibą w Przemyślu ul. Jagiellońska 29, 37-700 Przem","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dpr~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf",,"Na poziom przeciętnego wynagrodzenia oddziaływały także czasowe nieobecności pracowników, które wpływały na ich liczbę uwzględnianą w przeciętnym zatrudnieniu. (akta kontroli tom I str. 81-87) Wydatki majątkowe WUOZ w 2025 r. wyni"
DWO,"FASTER SP. Z O.O. SP. K. ul. Konopnickiej 7 lok. 4, 10-168 OLSZTYN Wystąpienie Data publik","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dwo~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf",,NOT_FOUND
DWO,"FASTER WASH SP. Z O.O. ul. Szkolna 2F, 11-220 GÓROWO IŁAWECKIE Wystąpienie Data publikacji","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dwo~p_26_001_202601120841541768203714~id1~01,typ,kj.pdf",,NOT_FOUND
DWO,"KOMENDA WOJEWÓDZKA POLICJI W OLSZTYNIE ul. Partyzantów 6/8, 10-959 OLSZTYN Wystąpienie Dat","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dwo~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf","9248,2","W 2025 r. w KWP26 przeciętne zatrudnienie27 na koniec 2025 r. wynosiło ogółem 4 575,7 etatów i w porównaniu do 2024 r. było wyższe o 272,8 etatu, tj. o 6,3%. I tak: − największy wzrost przeciętnego zatrudnienia wystąpił wśród funk"
DWP,"KRAJOWE BIURO WYBORCZE DELEGATURA W KONINIE Al. 1. Maja 7, 62-510 KONIN Wystąpienie Data p","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dwp~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf",,NOT_FOUND
DWP,"MIEJSKIE PRZEDSIĘBIORSTWO KOMUNIKACYJNE SP. Z O.O. W POZNANIU ul. Głogowska 131/133, 60-24","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dwp~p_26_001_202601120841541768203714~id5~01,typ,kj.pdf",,NOT_FOUND
DWP,"PRZEDSIĘBIORSTWO KOMUNIKACJI SAMOCHODOWEJ W POZNANIU S.A. ul. Piekary 19, 61-823 POZNAŃ Wy","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dwp~p_26_001_202601120841541768203714~id6~01,typ,kj.pdf",,NOT_FOUND
DWP,"SĄD APELACYJNY W POZNANIU ul. Trójpole 21, 61-693 POZNAŃ Wystąpienie Data publikacji : 202","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dwp~p_26_001_202601120841541768203714~id1~01,typ,kj.pdf","14,1","Dane dotyczące decyzji o blokadzie wydatków zostały bezzwłocznie wprowadzone do sytemu TREZOR26. (akta kontroli str. 64-83, 1351-1405) W 2025 r. wydatki w części 15/05 były realizowane w czterech grupach ekonomicznych, tj.: świadc"
DWP,"SĄD OKRĘGOWY W KONINIE ul. Energetyka 5, 62-510 KONIN Wystąpienie Data publikacji : 2026-0","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dwp~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf","200,82","Największe kwotowo wydatki według klasyfikacji budżetowej dotyczyły: § 4010 – wynagrodzeń osobowych pracowników (20 176,3 tys. zł), § 4030 – wynagrodzeń osobowych sędziów i prokuratorów oraz asesorów i aplikantów (12 302,9 tys. zł"
DWP,"SĄD REJONOWY W KONINIE ul. Fryderyka Chopina 28, 62-510 KONIN Wystąpienie Data publikacji ","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dwp~p_26_001_202601120841541768203714~id3~01,typ,kj.pdf","155,2","Środki te wykorzystano w całości i zgodnie z przeznaczeniem. (akta kontroli str. 36-42, 50-53) Przeciętne zatrudnienie w Sądzie w przeliczeniu na pełne etaty10 wyniosło 155,2 i było wyższe od zatrudnienia w 2024 r. o 2,8 etatu"
DWP,"URZĄD SKARBOWY POZNAŃ-WINOGRADY W POZNANIU ul.Zygm. Wojciechowskiego 3/5, 60-968 POZNAŃ Wy","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dwp~p_26_001_202601120841541768203714~id4~01,typ,kj.pdf",,NOT_FOUND
DZS,"KRAJOWE BIURO WYBORCZE DELEGATURA W SZCZECINIE ul. Jana Matejki 6b, 71-615 SZCZECIN Wystąp","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dzs~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf",,NOT_FOUND
DZS,"PIERWSZY URZĄD SKARBOWY W SZCZECINIE ul. Michała Drzymały 5, 70-217 SZCZECIN Wystąpienie D","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dzs~p_26_001_202601120841541768203714~id4~01,typ,kj.pdf",,NOT_FOUND
DZS,"SĄD APELACYJNY W SZCZECINIE ul. A. Mickiewicza 163, 71-165 SZCZECIN Wystąpienie Data publi","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dzs~p_26_001_202601120841541768203714~id1~01,typ,kj.pdf",,"Wydatki te dotyczyły realizacji prawomocnych wyroków sądowych zasądzających wyrównanie wynagrodzeń sędziów wraz z należnymi odsetkami od dnia wymagalności roszczenia do dnia zapłaty. (akta kontroli str. 83, 872, 879-880, 881-887) "
DZS,"SĄD OKRĘGOWY W KOSZALINIE ul. L. Waryńskiego 7, 75-541 KOSZALIN Wystąpienie Data publikacj","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dzs~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf","254,27","Dyrektor Sądu postawił do dyspozycji Dyrektorowi Sądu Apelacyjnego w Szczecinie niewykorzystane w rozdziale 75502 (§ 6060) środki w wysokości 938,8 tys. zł. (akta kontroli str. 399-347, 656-661) Wydatki wykonane w układzie grup ek"
DZS,"SĄD OKRĘGOWY W KOSZALINIE ul. L. Waryńskiego 7, 75-541 KOSZALIN Wystąpienie Data publikacj","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dzs~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf",,"W 2025 r. w porównaniu do roku poprzedniego w grupie: a) osób nieobjętych mnożnikowymi systemami wynagrodzeń (01) wynagrodzenie zwiększyło się o 1,1 tys. zł (z 8,6 tys. zł do 9,7 tys. zł), przy jednoczesnym zwiększeniu przeciętneg"
